channel1,channel2
-42.05,-42.05
-44.55,-44.55
-45.52,-45.52
-45.23,-45.23
-43.18,-43.18
-39.64,-39.64
-34.63,-34.63
-29.41,-29.41
-24.24,-24.24
-19.36,-19.36
-14.51,-14.51
-9.96,-9.96
-6.2,-6.2
-3.23,-3.23
-1.28,-1.28
0.65,0.65
2.32,2.32
3.71,3.71
4.6,4.6
4.98,4.98
5.35,5.35
5.71,5.71
6.33,6.33
6.94,6.94
7.79,7.79
8.88,8.88
9.46,9.46
8.78,8.78
6.61,6.61
3.21,3.21
-0.67,-0.67
-4.75,-4.75
-8.3,-8.3
-11.82,-11.82
-15.3,-15.3
-19.0,-19.0
-22.91,-22.91
-27.03,-27.03
-30.61,-30.61
-33.4,-33.4
-35.66,-35.66
-37.65,-37.65
-39.61,-39.61
-42.3,-42.3
-45.45,-45.45
-48.08,-48.08
-49.42,-49.42
-49.49,-49.49
-47.55,-47.55
-43.62,-43.62
-37.72,-37.72
-30.62,-30.62
-23.58,-23.58
-16.86,-16.86
-10.94,-10.94
-5.32,-5.32
0.5,0.5
6.01,6.01
10.98,10.98
15.64,15.64
19.76,19.76
23.59,23.59
26.38,26.38
28.15,28.15
28.89,28.89
29.12,29.12
29.84,29.84
31.3,31.3
33.5,33.5
35.42,35.42
36.82,36.82
37.95,37.95
38.81,38.81
39.41,39.41
39.74,39.74
39.57,39.57
38.64,38.64
37.22,37.22
35.05,35.05
31.9,31.9
28.78,28.78
25.92,25.92
23.59,23.59
21.28,21.28
18.73,18.73
15.46,15.46
11.46,11.46
6.49,6.49
1.08,1.08
-4.29,-4.29
-9.11,-9.11
-12.89,-12.89
-16.13,-16.13
-19.08,-19.08
-22.01,-22.01
-25.15,-25.15
-28.27,-28.27
-30.6,-30.6
-31.65,-31.65
-31.44,-31.44
-29.73,-29.73
-27.78,-27.78
-25.59,-25.59
-23.67,-23.67
-22.26,-22.26
-21.11,-21.11
-19.47,-19.47
-17.6,-17.6
-15.48,-15.48
-13.13,-13.13
-10.81,-10.81
-8.75,-8.75
-6.96,-6.96
-5.18,-5.18
-3.92,-3.92
-2.67,-2.67
-1.68,-1.68
-0.2,-0.2
1.76,1.76
3.96,3.96
6.14,6.14
8.29,8.29
9.93,9.93
11.05,11.05
11.15,11.15
10.51,10.51
9.12,9.12
7.74,7.74
6.62,6.62
5.51,5.51
4.66,4.66
3.56,3.56
2.23,2.23
0.41,0.41
-2.4,-2.4
-5.93,-5.93
-10.17,-10.17
-14.38,-14.38
-18.79,-18.79
-22.67,-22.67
-26.5,-26.5
-30.29,-30.29
-34.05,-34.05
-38.01,-38.01
-41.94,-41.94
-45.32,-45.32
-47.41,-47.41
-47.48,-47.48
-45.04,-45.04
-40.86,-40.86
-35.72,-35.72
-30.87,-30.87
-27.56,-27.56
-25.77,-25.77
-24.5,-24.5
-22.98,-22.98
-19.73,-19.73
-13.5,-13.5
-4.33,-4.33
6.26,6.26
16.51,16.51
25.15,25.15
31.22,31.22
35.47,35.47
37.68,37.68
38.61,38.61
38.53,38.53
37.95,37.95
37.11,37.11
36.78,36.78
36.94,36.94
37.6,37.6
38.74,38.74
40.12,40.12
41.23,41.23
42.32,42.32
43.4,43.4
44.21,44.21
45.25,45.25
45.78,45.78
46.05,46.05
45.56,45.56
44.57,44.57
43.33,43.33
40.59,40.59
35.12,35.12
25.2,25.2
10.86,10.86
-6.59,-6.59
-23.89,-23.89
-39.03,-39.03
-50.27,-50.27
-56.15,-56.15
-55.72,-55.72
-48.78,-48.78
-35.9,-35.9
-18.63,-18.63
1.23,1.23
23.16,23.16
46.39,46.39
69.65,69.65
91.43,91.43
111.26,111.26
130.13,130.13
151.07,151.07
176.54,176.54
209.49,209.49
252.62,252.62
304.07,304.07
356.0,356.0
396.65,396.65
417.12,417.12
416.09,416.09
398.75,398.75
372.02,372.02
343.22,343.22
316.38,316.38
293.99,293.99
275.76,275.76
261.91,261.91
253.39,253.39
249.91,249.91
249.43,249.43
247.91,247.91
242.87,242.87
232.84,232.84
218.86,218.86
200.73,200.73
176.98,176.98
146.92,146.92
110.87,110.87
71.37,71.37
30.48,30.48
-10.78,-10.78
-52.17,-52.17
-93.19,-93.19
-133.55,-133.55
-172.03,-172.03
-207.64,-207.64
-239.14,-239.14
-267.06,-267.06
-292.19,-292.19
-314.53,-314.53
-334.64,-334.64
-351.02,-351.02
-362.67,-362.67
-368.94,-368.94
-371.06,-371.06
-370.62,-370.62
-369.66,-369.66
-368.12,-368.12
-366.78,-366.78
-365.16,-365.16
-363.5,-363.5
-359.81,-359.81
-353.34,-353.34
-343.62,-343.62
-330.94,-330.94
-316.34,-316.34
-300.56,-300.56
-283.12,-283.12
-263.31,-263.31
-241.16,-241.16
-217.16,-217.16
-192.59,-192.59
-169.47,-169.47
-148.28,-148.28
-129.5,-129.5
-113.41,-113.41
-100.16,-100.16
-90.03,-90.03
-83.5,-83.5
-80.72,-80.72
-81.0,-81.0
-83.5,-83.5
-86.94,-86.94
-90.62,-90.62
-94.0,-94.0
-98.31,-98.31
-104.06,-104.06
-111.53,-111.53
-120.16,-120.16
-129.42,-129.42
-138.83,-138.83
-148.39,-148.39
-157.58,-157.58
-165.92,-165.92
-173.67,-173.67
-180.56,-180.56
-186.86,-186.86
-190.83,-190.83
-191.47,-191.47
-187.59,-187.59
-179.47,-179.47
-167.39,-167.39
-152.89,-152.89
-136.75,-136.75
-120.5,-120.5
-105.87,-105.87
-94.61,-94.61
-87.19,-87.19
-83.56,-83.56
-82.97,-82.97
-84.61,-84.61
-88.23,-88.23
-94.3,-94.3
-102.56,-102.56
-112.47,-112.47
-124.02,-124.02
-135.45,-135.45
-146.25,-146.25
-154.69,-154.69
-159.52,-159.52
-161.28,-161.28
-159.76,-159.76
-156.22,-156.22
-150.45,-150.45
-143.2,-143.2
-134.24,-134.24
-124.1,-124.1
-112.54,-112.54
-98.55,-98.55
-81.69,-81.69
-62.71,-62.71
-42.9,-42.9
-24.02,-24.02
-7.05,-7.05
7.01,7.01
18.2,18.2
26.53,26.53
32.78,32.78
37.21,37.21
40.11,40.11
41.96,41.96
42.8,42.8
42.87,42.87
42.68,42.68
42.74,42.74
44.55,44.55
48.33,48.33
53.56,53.56
59.74,59.74
65.86,65.86
71.16,71.16
75.91,75.91
80.34,80.34
85.22,85.22
91.3,91.3
98.55,98.55
107.23,107.23
116.56,116.56
126.03,126.03
134.41,134.41
140.94,140.94
144.62,144.62
145.27,145.27
143.12,143.12
139.23,139.23
134.61,134.61
129.25,129.25
123.17,123.17
116.39,116.39
109.39,109.39
103.19,103.19
97.8,97.8
92.42,92.42
86.09,86.09
78.03,78.03
68.31,68.31
57.16,57.16
46.34,46.34
36.63,36.63
29.5,29.5
26.94,26.94
29.12,29.12
36.53,36.53
48.41,48.41
63.13,63.13
79.72,79.72
99.87,99.87
126.62,126.62
161.84,161.84
204.19,204.19
249.66,249.66
292.66,292.66
328.94,328.94
356.12,356.12
374.5,374.5
385.66,385.66
390.91,390.91
391.53,391.53
387.59,387.59
378.66,378.66
364.72,364.72
346.87,346.87
325.62,325.62
302.03,302.03
276.59,276.59
250.09,250.09
223.06,223.06
196.22,196.22
169.62,169.62
143.22,143.22
117.56,117.56
94.09,94.09
73.34,73.34
55.53,55.53
40.09,40.09
26.06,26.06
12.91,12.91
0.84,0.84
-10.59,-10.59
-20.66,-20.66
-29.16,-29.16
-35.28,-35.28
-39.13,-39.13
-40.44,-40.44
-39.72,-39.72
-36.75,-36.75
-31.81,-31.81
-24.91,-24.91
-17.06,-17.06
-9.53,-9.53
-3.06,-3.06
2.34,2.34
6.19,6.19
8.5,8.5
9.06,9.06
8.59,8.59
7.62,7.62
6.94,6.94
5.72,5.72
4.78,4.78
3.87,3.87
3.94,3.94
6.0,6.0
9.83,9.83
15.34,15.34
21.31,21.31
27.22,27.22
32.33,32.33
36.38,36.38
38.64,38.64
39.13,39.13
38.34,38.34
36.81,36.81
34.8,34.8
31.8,31.8
28.31,28.31
24.61,24.61
20.67,20.67
17.03,17.03
13.92,13.92
11.09,11.09
8.53,8.53
6.23,6.23
4.47,4.47
3.47,3.47
2.72,2.72
1.73,1.73
1.5,1.5
2.78,2.78
6.03,6.03
11.27,11.27
18.19,18.19
25.31,25.31
32.11,32.11
37.33,37.33
40.75,40.75
41.89,41.89
41.52,41.52
40.14,40.14
37.75,37.75
34.64,34.64
30.81,30.81
26.5,26.5
22.73,22.73
19.5,19.5
16.53,16.53
13.84,13.84
11.93,11.93
10.77,10.77
10.88,10.88
11.99,11.99
13.09,13.09
13.91,13.91
14.49,14.49
14.8,14.8
14.87,14.87
14.67,14.67
14.23,14.23
13.79,13.79
13.34,13.34
12.41,12.41
10.48,10.48
7.81,7.81
4.67,4.67
1.56,1.56
-1.53,-1.53
-4.59,-4.59
-7.61,-7.61
-10.61,-10.61
-13.34,-13.34
-15.53,-15.53
-17.45,-17.45
-18.85,-18.85
-20.24,-20.24
-21.61,-21.61
-23.21,-23.21
-25.3,-25.3
-27.61,-27.61
-29.65,-29.65
-30.91,-30.91
-31.66,-31.66
-31.9,-31.9
-31.88,-31.88
-31.85,-31.85
-31.82,-31.82
-31.54,-31.54
-30.5,-30.5
-29.22,-29.22
-27.45,-27.45
-25.69,-25.69
-24.19,-24.19
-22.95,-22.95
-22.47,-22.47
-21.99,-21.99
-22.01,-22.01
-22.02,-22.02
-22.54,-22.54
-23.29,-23.29
-24.04,-24.04
-25.27,-25.27
-26.24,-26.24
-27.7,-27.7
-29.14,-29.14
-30.8,-30.8
-32.21,-32.21
-33.34,-33.34
-34.46,-34.46
-35.56,-35.56
-36.9,-36.9
-38.22,-38.22
-39.52,-39.52
-40.3,-40.3
-41.58,-41.58
-43.58,-43.58
-46.31,-46.31
-49.76,-49.76
-53.16,-53.16
-56.03,-56.03
-58.12,-58.12
-58.92,-58.92
-59.21,-59.21
-59.23,-59.23
-59.51,-59.51
-60.76,-60.76
-62.25,-62.25
-64.21,-64.21
-66.4,-66.4
-68.55,-68.55
-69.43,-69.43
-68.28,-68.28
-63.89,-63.89
-56.03,-56.03
-45.98,-45.98
-34.52,-34.52
-23.41,-23.41
-13.64,-13.64
-5.95,-5.95
-1.09,-1.09
0.22,0.22
-1.72,-1.72
-5.41,-5.41
-9.8,-9.8
-12.89,-12.89
-14.47,-14.47
-14.02,-14.02
-11.83,-11.83
-8.16,-8.16
-4.02,-4.02
0.09,0.09
4.41,4.41
8.69,8.69
12.42,12.42
15.13,15.13
16.3,16.3
15.47,15.47
13.38,13.38
10.81,10.81
8.77,8.77
7.73,7.73
8.22,8.22
9.95,9.95
11.66,11.66
11.84,11.84
9.53,9.53
3.98,3.98
-4.75,-4.75
-15.92,-15.92
-28.47,-28.47
-41.42,-41.42
-54.23,-54.23
-66.42,-66.42
-77.98,-77.98
-88.69,-88.69
-98.28,-98.28
-106.27,-106.27
-111.92,-111.92
-115.5,-115.5
-117.28,-117.28
-117.77,-117.77
-117.5,-117.5
-116.2,-116.2
-114.16,-114.16
-110.36,-110.36
-105.08,-105.08
-98.08,-98.08
-90.14,-90.14
-81.75,-81.75
-72.92,-72.92
-64.67,-64.67
-57.48,-57.48
-51.59,-51.59
-47.52,-47.52
-44.95,-44.95
-43.67,-43.67
-43.39,-43.39
-43.09,-43.09
-42.31,-42.31
-40.52,-40.52
-38.23,-38.23
-35.72,-35.72
-33.47,-33.47
-31.23,-31.23
-28.77,-28.77
-26.58,-26.58
-25.14,-25.14
-24.97,-24.97
-26.53,-26.53
-29.59,-29.59
-33.63,-33.63
-38.09,-38.09
-42.28,-42.28
-45.92,-45.92
-49.53,-49.53
-53.58,-53.58
-57.09,-57.09
-60.33,-60.33
-62.52,-62.52
-63.42,-63.42
-63.55,-63.55
-63.19,-63.19
-62.3,-62.3
-61.67,-61.67
-61.03,-61.03
-60.16,-60.16
-58.52,-58.52
-55.88,-55.88
-52.27,-52.27
-47.67,-47.67
-41.87,-41.87
-36.1,-36.1
-30.14,-30.14
-24.23,-24.23
-18.62,-18.62
-13.55,-13.55
-8.78,-8.78
-4.05,-4.05
0.63,0.63
5.77,5.77
10.62,10.62
15.16,15.16
18.92,18.92
21.89,21.89
24.58,24.58
27.48,27.48
30.87,30.87
34.71,34.71
39.01,39.01
44.02,44.02
48.98,48.98
54.13,54.13
58.47,58.47
62.02,62.02
65.03,65.03
67.25,67.25
68.94,68.94
69.1,69.1
68.5,68.5
67.64,67.64
67.04,67.04
65.68,65.68
63.32,63.32
59.48,59.48
54.41,54.41
48.87,48.87
43.13,43.13
37.44,37.44
31.54,31.54
26.2,26.2
21.14,21.14
17.13,17.13
13.91,13.91
11.46,11.46
9.53,9.53
8.37,8.37
7.22,7.22
6.07,6.07
4.19,4.19
1.07,1.07
-2.26,-2.26
-5.57,-5.57
-7.35,-7.35
-7.36,-7.36
-5.37,-5.37
-1.64,-1.64
3.8,3.8
9.19,9.19
13.53,13.53
16.58,16.58
18.59,18.59
20.09,20.09
22.32,22.32
24.78,24.78
27.46,27.46
30.36,30.36
32.98,32.98
35.32,35.32
37.39,37.39
38.43,38.43
38.7,38.7
37.97,37.97
36.48,36.48
33.51,33.51
29.31,29.31
23.64,23.64
17.02,17.02
10.46,10.46
4.45,4.45
0.0,0.0
-2.66,-2.66
-3.29,-3.29
-2.17,-2.17
-0.06,-0.06
2.03,2.03
3.86,3.86
4.91,4.91
5.96,5.96
7.24,7.24
9.26,9.26
11.77,11.77
14.74,14.74
17.19,17.19
17.87,17.87
16.78,16.78
14.45,14.45
12.39,12.39
11.85,11.85
13.06,13.06
15.76,15.76
19.18,19.18
22.07,22.07
24.42,24.42
26.01,26.01
27.32,27.32
29.37,29.37
32.14,32.14
35.14,35.14
37.35,37.35
37.53,37.53
35.71,35.71
32.4,32.4
28.61,28.61
24.86,24.86
21.88,21.88
19.18,19.18
16.75,16.75
14.85,14.85
13.45,13.45
12.57,12.57
12.19,12.19
12.82,12.82
14.68,14.68
18.03,18.03
22.59,22.59
27.86,27.86
33.83,33.83
40.49,40.49
47.08,47.08
53.35,53.35
58.81,58.81
62.71,62.71
65.56,65.56
67.13,67.13
67.67,67.67
67.2,67.2
65.47,65.47
63.5,63.5
61.04,61.04
57.84,57.84
53.91,53.91
48.5,48.5
41.39,41.39
32.59,32.59
22.62,22.62
11.98,11.98
1.69,1.69
-8.01,-8.01
-16.12,-16.12
-22.91,-22.91
-28.37,-28.37
-33.04,-33.04
-36.9,-36.9
-39.98,-39.98
-42.02,-42.02
-42.78,-42.78
-42.54,-42.54
-41.53,-41.53
-39.53,-39.53
-37.05,-37.05
-34.08,-34.08
-30.63,-30.63
-26.71,-26.71
-22.57,-22.57
-18.71,-18.71
-15.14,-15.14
-11.85,-11.85
-8.59,-8.59
-5.1,-5.1
-1.9,-1.9
0.78,0.78
2.68,2.68
3.56,3.56
3.69,3.69
3.81,3.81
4.68,4.68
6.04,6.04
7.64,7.64
9.22,9.22
9.79,9.79
9.1,9.1
7.67,7.67
6.24,6.24
5.33,5.33
4.93,4.93
4.53,4.53
3.13,3.13
0.5,0.5
-2.86,-2.86
-5.69,-5.69
-7.49,-7.49
-8.03,-8.03
-7.56,-7.56
-6.34,-6.34
-4.88,-4.88
-3.44,-3.44
-2.76,-2.76
-2.83,-2.83
-3.4,-3.4
-3.97,-3.97
-3.78,-3.78
-2.59,-2.59
-0.41,-0.41
1.99,1.99
4.38,4.38
6.74,6.74
7.83,7.83
8.16,8.16
7.48,7.48
6.82,6.82
6.65,6.65
6.73,6.73
7.07,7.07
6.65,6.65
5.73,5.73
4.32,4.32
2.67,2.67
1.54,1.54
0.67,0.67
0.3,0.3
-0.31,-0.31
-0.92,-0.92
-1.52,-1.52
-2.11,-2.11
-2.2,-2.2
-1.54,-1.54
0.37,0.37
3.01,3.01
5.37,5.37
6.46,6.46
6.54,6.54
5.12,5.12
3.21,3.21
1.07,1.07
-1.05,-1.05
-3.41,-3.41
-5.73,-5.73
-8.3,-8.3
-10.83,-10.83
-13.34,-13.34
-15.57,-15.57
-17.53,-17.53
-19.73,-19.73
-22.89,-22.89
-26.28,-26.28
-29.62,-29.62
-32.2,-32.2
-34.23,-34.23
-34.99,-34.99
-34.75,-34.75
-33.74,-33.74
-32.75,-32.75
-32.25,-32.25
-32.76,-32.76
-33.76,-33.76
-34.74,-34.74
-34.95,-34.95
-34.66,-34.66
-33.88,-33.88
-32.59,-32.59
-30.8,-30.8
-28.03,-28.03
-25.03,-25.03
-22.55,-22.55
-21.1,-21.1
-20.4,-20.4
-20.21,-20.21
-20.02,-20.02
-19.56,-19.56
-19.12,-19.12
-19.18,-19.18
-19.73,-19.73
-21.52,-21.52
-23.8,-23.8
-26.55,-26.55
-28.52,-28.52
-30.22,-30.22
-31.15,-31.15
-32.31,-32.31
-33.21,-33.21
-33.35,-33.35
-32.48,-32.48
-30.62,-30.62
-28.26,-28.26
-26.17,-26.17
-25.6,-25.6
-26.53,-26.53
-28.2,-28.2
-29.84,-29.84
-30.98,-30.98
-30.84,-30.84
-29.2,-29.2
-27.32,-27.32
-25.95,-25.95
-25.59,-25.59
-26.73,-26.73
-28.36,-28.36
-29.72,-29.72
-29.56,-29.56
-27.4,-27.4
-22.5,-22.5
-15.65,-15.65
-7.85,-7.85
-0.62,-0.62
4.28,4.28
6.89,6.89
7.48,7.48
7.82,7.82
9.14,9.14
11.46,11.46
13.75,13.75
15.02,15.02
14.52,14.52
12.03,12.03
8.56,8.56
4.87,4.87
2.21,2.21
1.57,1.57
2.7,2.7
6.06,6.06
11.39,11.39
18.16,18.16
25.38,25.38
32.02,32.02
37.35,37.35
40.88,40.88
43.11,43.11
45.07,45.07
46.75,46.75
48.16,48.16
48.8,48.8
48.43,48.43
46.56,46.56
43.95,43.95
39.34,39.34
32.78,32.78
24.03,24.03
13.35,13.35
0.51,0.51
-13.21,-13.21
-27.3,-27.3
-40.26,-40.26
-50.59,-50.59
-58.07,-58.07
-62.48,-62.48
-65.33,-65.33
-67.15,-67.15
-69.2,-69.2
-71.96,-71.96
-75.19,-75.19
-77.87,-77.87
-78.52,-78.52
-75.4,-75.4
-68.3,-68.3
-59.26,-59.26
-50.28,-50.28
-43.13,-43.13
-37.79,-37.79
-33.0,-33.0
-27.74,-27.74
-22.28,-22.28
-16.61,-16.61
-11.74,-11.74
-7.67,-7.67
-4.38,-4.38
-1.87,-1.87
-0.13,-0.13
0.59,0.59
0.81,0.81
0.77,0.77
0.73,0.73
0.7,0.7
0.66,0.66
0.37,0.37
-0.41,-0.41
-1.69,-1.69
-2.7,-2.7
-3.21,-3.21
-2.96,-2.96
-2.96,-2.96
-3.96,-3.96
-6.7,-6.7
-10.92,-10.92
-15.59,-15.59
-19.47,-19.47
-21.81,-21.81
-21.88,-21.88
-20.2,-20.2
-17.77,-17.77
-15.87,-15.87
-16.72,-16.72
-20.58,-20.58
-25.88,-25.88
-29.14,-29.14
-26.87,-26.87
-18.61,-18.61
-5.68,-5.68
9.89,9.89
25.32,25.32
39.1,39.1
50.25,50.25
59.79,59.79
68.23,68.23
76.59,76.59
85.35,85.35
94.28,94.28
102.61,102.61
109.34,109.34
113.25,113.25
113.36,113.36
111.2,111.2
109.04,109.04
109.13,109.13
112.96,112.96
120.73,120.73
129.92,129.92
138.0,138.0
143.24,143.24
144.91,144.91
143.79,143.79
140.91,140.91
137.03,137.03
132.67,132.67
127.83,127.83
123.02,123.02
118.72,118.72
115.45,115.45
113.95,113.95
113.94,113.94
114.66,114.66
115.36,115.36
114.78,114.78
111.69,111.69
105.37,105.37
95.08,95.08
79.37,79.37
58.8,58.8
33.66,33.66
6.49,6.49
-19.19,-19.19
-40.37,-40.37
-55.86,-55.86
-65.44,-65.44
-69.43,-69.43
-69.12,-69.12
-65.56,-65.56
-60.27,-60.27
-54.51,-54.51
-49.55,-49.55
-46.13,-46.13
-44.48,-44.48
-43.84,-43.84
-44.2,-44.2
-45.05,-45.05
-45.64,-45.64
-45.96,-45.96
-45.78,-45.78
-45.58,-45.58
-45.14,-45.14
-44.69,-44.69
-44.23,-44.23
-43.28,-43.28
-41.83,-41.83
-40.13,-40.13
-38.19,-38.19
-36.77,-36.77
-35.85,-35.85
-35.69,-35.69
-36.02,-36.02
-37.09,-37.09
-38.65,-38.65
-40.19,-40.19
-41.96,-41.96
-44.45,-44.45
-46.92,-46.92
-49.36,-49.36
-51.26,-51.26
-52.39,-52.39
-53.01,-53.01
-53.11,-53.11
-52.45,-52.45
-52.04,-52.04
-52.12,-52.12
-52.95,-52.95
-54.76,-54.76
-57.54,-57.54
-61.29,-61.29
-65.5,-65.5
-69.16,-69.16
-71.28,-71.28
-70.61,-70.61
-66.94,-66.94
-60.54,-60.54
-53.7,-53.7
-48.16,-48.16
-44.16,-44.16
-40.94,-40.94
-37.99,-37.99
-34.07,-34.07
-30.18,-30.18
-26.31,-26.31
-22.73,-22.73
-19.93,-19.93
-17.4,-17.4
-14.89,-14.89
-12.15,-12.15
-8.94,-8.94
-5.75,-5.75
-2.34,-2.34
1.29,1.29
4.88,4.88
8.95,8.95
13.97,13.97
19.44,19.44
24.62,24.62
28.49,28.49
30.57,30.57
31.63,31.63
31.42,31.42
29.96,29.96
27.01,27.01
23.08,23.08
17.69,17.69
11.59,11.59
4.79,4.79
-2.19,-2.19
-9.36,-9.36
-16.21,-16.21
-23.5,-23.5
-31.22,-31.22
-39.36,-39.36
-47.92,-47.92
-56.15,-56.15
-64.04,-64.04
-71.35,-71.35
-77.58,-77.58
-82.5,-82.5
-85.11,-85.11
-84.93,-84.93
-82.49,-82.49
-78.56,-78.56
-73.4,-73.4
-67.78,-67.78
-61.7,-61.7
-54.92,-54.92
-47.44,-47.44
-39.02,-39.02
-29.92,-29.92
-20.15,-20.15
-10.72,-10.72
-1.87,-1.87
5.4,5.4
11.1,11.1
15.24,15.24
17.35,17.35
17.44,17.44
16.02,16.02
13.11,13.11
9.48,9.48
5.87,5.87
2.55,2.55
-0.48,-0.48
-3.5,-3.5
-5.98,-5.98
-8.44,-8.44
-10.88,-10.88
-13.54,-13.54
-16.43,-16.43
-19.29,-19.29
-20.86,-20.86
-20.92,-20.92
-18.98,-18.98
-15.3,-15.3
-10.91,-10.91
-6.55,-6.55
-2.73,-2.73
1.3,1.3
6.05,6.05
11.26,11.26
16.41,16.41
20.02,20.02
20.84,20.84
19.14,19.14
14.97,14.97
9.32,9.32
3.48,3.48
-1.56,-1.56
-4.55,-4.55
-4.77,-4.77
-2.48,-2.48
1.53,1.53
6.51,6.51
11.45,11.45
16.58,16.58
21.66,21.66
26.7,26.7
31.19,31.19
34.38,34.38
35.79,35.79
35.93,35.93
35.3,35.3
34.94,34.94
35.82,35.82
38.44,38.44
43.27,43.27
49.06,49.06
55.04,55.04
60.45,60.45
65.3,65.3
69.85,69.85
74.35,74.35
78.8,78.8
83.7,83.7
88.53,88.53
92.55,92.55
94.78,94.78
95.23,95.23
93.15,93.15
89.58,89.58
85.03,85.03
79.76,79.76
74.52,74.52
69.57,69.57
65.41,65.41
62.77,62.77
61.9,61.9
64.27,64.27
70.87,70.87
82.39,82.39
96.05,96.05
108.56,108.56
116.45,116.45
118.99,118.99
116.25,116.25
109.01,109.01
97.57,97.57
82.23,82.23
64.01,64.01
44.44,44.44
26.3,26.3
12.32,12.32
2.71,2.71
-4.05,-4.05
-10.01,-10.01
-17.16,-17.16
-25.98,-25.98
-35.98,-35.98
-45.63,-45.63
-54.44,-54.44
-62.41,-62.41
-69.54,-69.54
-75.84,-75.84
-81.09,-81.09
-85.52,-85.52
-90.64,-90.64
-97.7,-97.7
-107.44,-107.44
-119.07,-119.07
-130.83,-130.83
-138.95,-138.95
-140.24,-140.24
-132.74,-132.74
-115.54,-115.54
-89.98,-89.98
-59.39,-59.39
-26.56,-26.56
5.46,5.46
