channel1,channel2
105.97,105.97
102.22,102.22
98.03,98.03
94.09,94.09
90.69,90.69
88.06,88.06
85.44,85.44
82.56,82.56
79.22,79.22
76.37,76.37
73.56,73.56
71.0,71.0
68.47,68.47
66.94,66.94
66.41,66.41
65.87,65.87
64.83,64.83
62.05,62.05
58.27,58.27
54.28,54.28
51.56,51.56
51.86,51.86
61.91,61.91
95.59,95.59
164.7,164.7
264.92,264.92
373.42,373.42
460.87,460.87
506.72,506.72
506.31,506.31
470.58,470.58
417.86,417.86
365.05,365.05
322.17,322.17
291.64,291.64
270.59,270.59
253.44,253.44
235.91,235.91
216.0,216.0
193.98,193.98
171.16,171.16
149.0,149.0
129.02,129.02
110.97,110.97
94.55,94.55
79.02,79.02
64.12,64.12
50.11,50.11
37.21,37.21
25.67,25.67
14.48,14.48
3.14,3.14
-8.59,-8.59
-20.22,-20.22
-31.23,-31.23
-41.64,-41.64
-52.2,-52.2
-62.66,-62.66
-72.76,-72.76
-82.25,-82.25
-90.4,-90.4
-96.96,-96.96
-102.45,-102.45
-107.12,-107.12
-111.48,-111.48
-116.28,-116.28
-121.27,-121.27
-126.7,-126.7
-132.06,-132.06
-136.85,-136.85
-140.83,-140.83
-143.75,-143.75
-145.62,-145.62
-147.2,-147.2
-149.0,-149.0
-151.5,-151.5
-154.97,-154.97
-158.37,-158.37
-161.72,-161.72
-163.77,-163.77
-164.77,-164.77
-164.48,-164.48
-163.42,-163.42
-162.36,-162.36
-161.52,-161.52
-161.42,-161.42
-161.8,-161.8
-162.64,-162.64
-163.72,-163.72
-165.23,-165.23
-166.22,-166.22
-166.19,-166.19
-164.62,-164.62
-162.28,-162.28
-159.22,-159.22
-156.37,-156.37
-154.56,-154.56
-154.22,-154.22
-155.87,-155.87
-160.72,-160.72
-167.78,-167.78
-175.72,-175.72
-182.31,-182.31
-186.34,-186.34
-187.28,-187.28
-185.94,-185.94
-183.09,-183.09
-179.5,-179.5
-176.62,-176.62
-174.53,-174.53
-173.44,-173.44
-172.31,-172.31
-170.41,-170.41
-167.25,-167.25
-163.12,-163.12
-158.5,-158.5
-154.37,-154.37
-151.28,-151.28
-150.19,-150.19
-156.06,-156.06
-176.66,-176.66
-217.75,-217.75
-274.94,-274.94
-335.31,-335.31
-384.59,-384.59
-412.37,-412.37
-416.56,-416.56
-402.66,-402.66
-378.84,-378.84
-354.16,-354.16
-333.91,-333.91
-319.56,-319.56
-309.5,-309.5
-300.03,-300.03
-288.59,-288.59
-273.69,-273.69
-256.41,-256.41
-238.22,-238.22
-220.94,-220.94
-206.03,-206.03
-194.22,-194.22
-184.72,-184.72
-176.3,-176.3
-166.92,-166.92
-155.86,-155.86
-143.87,-143.87
-131.47,-131.47
-118.91,-118.91
-106.95,-106.95
-95.59,-95.59
-85.31,-85.31
-75.61,-75.61
-66.25,-66.25
-56.95,-56.95
-47.48,-47.48
-37.59,-37.59
-27.05,-27.05
-16.83,-16.83
-7.7,-7.7
-0.17,-0.17
5.55,5.55
10.72,10.72
15.59,15.59
21.16,21.16
26.92,26.92
32.63,32.63
38.29,38.29
43.88,43.88
49.67,49.67
54.9,54.9
60.07,60.07
64.68,64.68
68.75,68.75
72.51,72.51
76.23,76.23
80.41,80.41
85.28,85.28
90.1,90.1
94.36,94.36
97.07,97.07
98.23,98.23
98.38,98.38
98.5,98.5
98.86,98.86
100.45,100.45
103.01,103.01
107.03,107.03
111.01,111.01
113.92,113.92
115.05,115.05
114.39,114.39
112.47,112.47
110.3,110.3
108.89,108.89
108.98,108.98
111.3,111.3
115.33,115.33
119.79,119.79
123.47,123.47
125.33,125.33
125.66,125.66
124.45,124.45
122.75,122.75
121.3,121.3
120.59,120.59
121.11,121.11
122.37,122.37
123.84,123.84
125.03,125.03
125.45,125.45
124.59,124.59
122.97,122.97
120.84,120.84
118.47,118.47
116.84,116.84
115.72,115.72
115.59,115.59
115.69,115.69
115.53,115.53
114.34,114.34
113.16,113.16
111.72,111.72
110.77,110.77
110.31,110.31
109.84,109.84
109.11,109.11
108.87,108.87
108.62,108.62
108.84,108.84
109.06,109.06
109.0,109.0
108.44,108.44
107.61,107.61
106.77,106.77
106.16,106.16
106.3,106.3
106.67,106.67
107.27,107.27
107.11,107.11
106.17,106.17
103.98,103.98
100.8,100.8
97.62,97.62
94.45,94.45
91.81,91.81
89.42,89.42
86.8,86.8
84.94,84.94
83.83,83.83
84.47,84.47
85.33,85.33
85.67,85.67
85.27,85.27
84.58,84.58
83.14,83.14
80.97,80.97
78.03,78.03
75.12,75.12
73.48,73.48
73.33,73.33
74.19,74.19
74.77,74.77
74.83,74.83
73.37,73.37
70.92,70.92
67.48,67.48
63.58,63.58
60.19,60.19
57.81,57.81
57.22,57.22
57.61,57.61
58.23,58.23
57.86,57.86
56.72,56.72
54.83,54.83
52.45,52.45
49.83,49.83
46.98,46.98
45.41,45.41
51.83,51.83
80.2,80.2
143.28,143.28
238.78,238.78
346.36,346.36
436.92,436.92
488.08,488.08
493.19,493.19
458.19,458.19
393.17,393.17
304.45,304.45
199.0,199.0
88.48,88.48
-10.8,-10.8
-85.17,-85.17
-128.6,-128.6
-145.12,-145.12
-144.45,-144.45
-137.02,-137.02
-130.4,-130.4
-127.8,-127.8
-128.73,-128.73
-131.61,-131.61
-134.2,-134.2
-135.0,-135.0
-133.52,-133.52
-130.03,-130.03
-125.56,-125.56
-120.86,-120.86
-117.18,-117.18
-114.26,-114.26
-111.86,-111.86
-109.71,-109.71
-107.82,-107.82
-105.92,-105.92
-103.78,-103.78
-101.14,-101.14
-97.76,-97.76
-94.15,-94.15
-90.55,-90.55
-87.23,-87.23
-84.42,-84.42
-81.87,-81.87
-79.59,-79.59
-77.56,-77.56
-75.54,-75.54
-73.53,-73.53
-71.52,-71.52
-69.78,-69.78
-68.28,-68.28
-66.79,-66.79
-65.31,-65.31
-63.08,-63.08
-60.11,-60.11
-57.15,-57.15
-54.97,-54.97
-53.55,-53.55
-52.88,-52.88
-52.71,-52.71
-52.28,-52.28
-51.1,-51.1
-49.67,-49.67
-47.75,-47.75
-45.59,-45.59
-42.94,-42.94
-40.31,-40.31
-38.45,-38.45
-37.59,-37.59
-37.74,-37.74
-38.39,-38.39
-39.52,-39.52
-39.88,-39.88
-38.99,-38.99
-36.84,-36.84
-34.47,-34.47
-32.11,-32.11
-30.52,-30.52
-29.68,-29.68
-29.84,-29.84
-31.01,-31.01
-32.66,-32.66
-33.78,-33.78
-33.89,-33.89
-32.5,-32.5
-30.11,-30.11
-27.74,-27.74
-25.89,-25.89
-24.8,-24.8
-24.97,-24.97
-26.13,-26.13
-27.53,-27.53
-28.66,-28.66
-28.52,-28.52
-26.89,-26.89
-23.76,-23.76
-19.41,-19.41
-15.09,-15.09
-10.81,-10.81
-7.58,-7.58
-5.12,-5.12
-3.92,-3.92
-3.74,-3.74
-4.31,-4.31
-5.63,-5.63
-6.68,-6.68
-7.23,-7.23
-7.26,-7.26
-6.3,-6.3
-5.59,-5.59
-5.88,-5.88
-8.18,-8.18
-11.95,-11.95
-16.19,-16.19
-20.38,-20.38
-24.04,-24.04
-26.66,-26.66
-27.74,-27.74
-27.81,-27.81
-26.38,-26.38
-24.21,-24.21
-22.55,-22.55
-21.41,-21.41
-20.78,-20.78
-20.64,-20.64
-20.76,-20.76
-20.62,-20.62
-20.48,-20.48
-19.84,-19.84
-18.95,-18.95
-17.55,-17.55
-16.18,-16.18
-15.56,-15.56
-15.2,-15.2
-14.59,-14.59
-13.23,-13.23
-11.39,-11.39
-10.05,-10.05
-9.23,-9.23
-9.42,-9.42
-9.6,-9.6
-9.53,-9.53
-9.71,-9.71
-9.38,-9.38
-9.05,-9.05
-8.48,-8.48
-7.41,-7.41
-6.61,-6.61
-6.3,-6.3
-7.25,-7.25
-8.95,-8.95
-10.62,-10.62
-11.77,-11.77
-11.91,-11.91
-10.55,-10.55
-8.2,-8.2
-5.37,-5.37
-2.82,-2.82
-1.79,-1.79
-2.02,-2.02
-3.99,-3.99
-7.2,-7.2
-9.88,-9.88
-11.77,-11.77
-12.16,-12.16
-11.28,-11.28
-10.16,-10.16
-9.55,-9.55
-9.7,-9.7
-10.09,-10.09
-10.48,-10.48
-11.11,-11.11
-11.73,-11.73
-12.6,-12.6
-12.71,-12.71
-11.81,-11.81
-9.92,-9.92
-7.55,-7.55
-5.2,-5.2
-4.12,-4.12
-5.04,-5.04
-8.21,-8.21
-11.85,-11.85
-15.2,-15.2
-16.52,-16.52
-16.08,-16.08
-14.88,-14.88
-13.2,-13.2
-11.52,-11.52
-9.87,-9.87
-8.48,-8.48
-7.59,-7.59
-7.72,-7.72
-7.59,-7.59
-6.96,-6.96
-5.09,-5.09
-3.23,-3.23
-2.39,-2.39
-2.8,-2.8
-4.72,-4.72
-7.36,-7.36
-10.23,-10.23
-12.57,-12.57
-13.89,-13.89
-14.45,-14.45
-14.49,-14.49
-14.54,-14.54
-14.08,-14.08
-14.13,-14.13
-15.16,-15.16
-17.2,-17.2
-19.7,-19.7
-21.43,-21.43
-22.4,-22.4
-22.34,-22.34
-22.05,-22.05
-22.24,-22.24
-22.69,-22.69
-23.12,-23.12
-24.05,-24.05
-25.21,-25.21
-27.11,-27.11
-28.99,-28.99
-30.6,-30.6
-31.69,-31.69
-31.52,-31.52
-29.84,-29.84
-26.66,-26.66
-23.27,-23.27
-19.91,-19.91
-17.06,-17.06
-15.75,-15.75
-15.95,-15.95
-17.38,-17.38
-19.56,-19.56
-21.46,-21.46
-22.09,-22.09
-21.22,-21.22
-19.84,-19.84
-17.98,-17.98
-16.12,-16.12
-14.55,-14.55
-13.47,-13.47
-13.16,-13.16
-13.34,-13.34
-14.02,-14.02
-14.45,-14.45
-14.12,-14.12
-13.29,-13.29
-12.21,-12.21
-10.89,-10.89
-9.34,-9.34
-7.79,-7.79
-6.26,-6.26
-4.49,-4.49
-2.74,-2.74
-1.5,-1.5
-0.77,-0.77
-0.3,-0.3
0.16,0.16
0.88,0.88
1.58,1.58
3.03,3.03
4.46,4.46
5.88,5.88
6.04,6.04
5.44,5.44
4.35,4.35
3.77,3.77
3.69,3.69
4.12,4.12
5.79,5.79
8.19,8.19
11.07,11.07
12.67,12.67
12.25,12.25
9.84,9.84
7.7,7.7
8.82,8.82
16.69,16.69
31.23,31.23
48.88,48.88
64.61,64.61
74.69,74.69
77.17,77.17
73.61,73.61
66.08,66.08
57.6,57.6
50.19,50.19
44.59,44.59
40.54,40.54
37.27,37.27
34.02,34.02
30.54,30.54
27.34,27.34
24.42,24.42
21.77,21.77
19.89,19.89
18.53,18.53
16.93,16.93
14.83,14.83
11.76,11.76
7.71,7.71
3.95,3.95
0.72,0.72
-1.48,-1.48
-2.66,-2.66
-2.83,-2.83
-2.75,-2.75
-2.67,-2.67
-3.58,-3.58
-5.74,-5.74
-7.88,-7.88
-9.0,-9.0
-9.35,-9.35
-8.96,-8.96
-9.56,-9.56
-11.41,-11.41
-13.23,-13.23
-14.04,-14.04
-13.84,-13.84
-12.89,-12.89
-11.95,-11.95
-10.76,-10.76
-9.33,-9.33
-7.17,-7.17
-5.27,-5.27
-4.14,-4.14
-4.27,-4.27
-5.14,-5.14
-6.76,-6.76
-8.86,-8.86
-10.45,-10.45
-11.26,-11.26
-11.57,-11.57
-11.12,-11.12
-10.17,-10.17
-9.24,-9.24
-8.55,-8.55
-8.63,-8.63
-8.95,-8.95
-9.77,-9.77
-10.58,-10.58
-11.12,-11.12
-11.42,-11.42
-11.96,-11.96
-12.24,-12.24
-12.26,-12.26
-11.54,-11.54
-9.82,-9.82
-7.11,-7.11
-4.43,-4.43
-2.52,-2.52
-2.13,-2.13
-2.74,-2.74
-3.35,-3.35
-2.7,-2.7
-0.55,-0.55
2.57,2.57
5.67,5.67
7.48,7.48
7.53,7.53
6.33,6.33
4.64,4.64
3.46,3.46
3.29,3.29
3.88,3.88
4.21,4.21
4.28,4.28
3.85,3.85
2.93,2.93
2.51,2.51
2.35,2.35
2.69,2.69
3.27,3.27
3.86,3.86
3.68,3.68
3.25,3.25
3.33,3.33
3.66,3.66
5.23,5.23
7.29,7.29
9.57,9.57
11.34,11.34
11.84,11.84
11.08,11.08
9.08,9.08
6.59,6.59
4.13,4.13
2.68,2.68
2.25,2.25
3.08,3.08
4.14,4.14
5.45,5.45
6.49,6.49
7.27,7.27
7.55,7.55
7.07,7.07
6.34,6.34
5.37,5.37
4.41,4.41
3.7,3.7
3.51,3.51
4.06,4.06
5.61,5.61
7.89,7.89
10.15,10.15
11.89,11.89
12.61,12.61
12.32,12.32
11.03,11.03
9.75,9.75
8.98,8.98
8.97,8.97
8.96,8.96
8.95,8.95
8.18,8.18
7.42,7.42
7.17,7.17
7.16,7.16
7.66,7.66
8.4,8.4
8.38,8.38
7.86,7.86
7.1,7.1
6.59,6.59
7.09,7.09
8.32,8.32
10.05,10.05
11.01,11.01
11.46,11.46
11.4,11.4
11.09,11.09
11.29,11.29
11.97,11.97
12.66,12.66
13.33,13.33
13.74,13.74
14.16,14.16
14.55,14.55
15.2,15.2
15.34,15.34
15.23,15.23
15.12,15.12
15.0,15.0
15.38,15.38
15.51,15.51
15.63,15.63
15.5,15.5
15.37,15.37
14.48,14.48
13.1,13.1
11.23,11.23
9.88,9.88
9.05,9.05
8.71,8.71
8.63,8.63
8.55,8.55
8.46,8.46
8.63,8.63
8.54,8.54
8.95,8.95
9.61,9.61
10.51,10.51
11.9,11.9
13.02,13.02
13.89,13.89
13.99,13.99
13.84,13.84
13.45,13.45
13.3,13.3
13.15,13.15
13.49,13.49
14.34,14.34
15.42,15.42
16.25,16.25
16.81,16.81
16.62,16.62
15.67,15.67
13.98,13.98
11.8,11.8
9.89,9.89
8.5,8.5
7.62,7.62
6.75,6.75
6.38,6.38
6.27,6.27
7.15,7.15
7.78,7.78
8.15,8.15
7.52,7.52
6.38,6.38
5.01,5.01
3.65,3.65
2.3,2.3
1.22,1.22
0.14,0.14
-0.17,-0.17
0.27,0.27
1.7,1.7
3.62,3.62
5.52,5.52
6.4,6.4
5.78,5.78
3.66,3.66
0.3,0.3
-2.52,-2.52
-4.06,-4.06
-4.09,-4.09
-3.62,-3.62
-4.41,-4.41
-9.43,-9.43
-23.16,-23.16
-51.26,-51.26
-95.59,-95.59
-153.26,-153.26
-215.62,-215.62
-271.39,-271.39
-312.6,-312.6
-334.89,-334.89
-339.93,-339.93
-331.87,-331.87
-316.08,-316.08
-297.64,-297.64
-279.82,-279.82
-264.37,-264.37
-251.27,-251.27
-239.26,-239.26
-226.56,-226.56
-212.7,-212.7
-197.94,-197.94
-183.03,-183.03
-168.23,-168.23
-154.03,-154.03
-140.7,-140.7
-127.96,-127.96
-115.82,-115.82
-104.27,-104.27
-93.07,-93.07
-82.45,-82.45
-72.17,-72.17
-62.48,-62.48
-52.34,-52.34
-42.31,-42.31
-32.86,-32.86
-23.98,-23.98
-16.2,-16.2
-8.97,-8.97
-2.31,-2.31
4.03,4.03
11.33,11.33
19.3,19.3
27.69,27.69
35.77,35.77
42.25,42.25
46.42,46.42
48.8,48.8
50.39,50.39
51.97,51.97
55.02,55.02
59.78,59.78
66.25,66.25
73.39,73.39
80.2,80.2
85.95,85.95
89.87,89.87
92.77,92.77
94.86,94.86
97.16,97.16
100.16,100.16
103.16,103.16
106.56,106.56
109.97,109.97
112.56,112.56
114.59,114.59
115.87,115.87
116.34,116.34
117.31,117.31
118.5,118.5
119.41,119.41
120.28,120.28
120.87,120.87
121.22,121.22
121.78,121.78
123.06,123.06
124.56,124.56
125.53,125.53
125.72,125.72
125.16,125.16
124.06,124.06
123.19,123.19
122.34,122.34
121.72,121.72
122.34,122.34
123.44,123.44
125.25,125.25
126.53,126.53
126.78,126.78
125.75,125.75
123.72,123.72
121.44,121.44
119.66,119.66
118.59,118.59
119.31,119.31
121.5,121.5
124.41,124.41
127.25,127.25
128.31,128.31
127.56,127.56
125.09,125.09
122.34,122.34
120.12,120.12
118.66,118.66
116.69,116.69
112.19,112.19
105.25,105.25
96.84,96.84
88.75,88.75
82.69,82.69
79.97,79.97
79.72,79.72
80.75,80.75
80.97,80.97
79.97,79.97
77.19,77.19
73.91,73.91
71.41,71.41
69.69,69.69
68.47,68.47
67.22,67.22
65.75,65.75
64.28,64.28
63.06,63.06
62.59,62.59
63.13,63.13
64.37,64.37
65.87,65.87
66.34,66.34
66.06,66.06
65.0,65.0
63.94,63.94
63.41,63.41
63.59,63.59
64.5,64.5
65.94,65.94
67.06,67.06
67.19,67.19
66.41,66.41
65.27,65.27
64.37,64.37
63.98,63.98
63.45,63.45
62.67,62.67
61.52,61.52
59.86,59.86
58.33,58.33
57.17,57.17
56.53,56.53
55.89,55.89
55.11,55.11
53.7,53.7
52.06,52.06
50.3,50.3
48.8,48.8
48.3,48.3
48.78,48.78
49.89,49.89
50.73,50.73
50.31,50.31
48.27,48.27
45.09,45.09
41.45,41.45
38.47,38.47
37.13,37.13
37.16,37.16
37.69,37.69
37.34,37.34
35.98,35.98
33.88,33.88
31.42,31.42
29.35,29.35
27.92,27.92
27.5,27.5
27.84,27.84
28.03,28.03
27.59,27.59
26.16,26.16
23.99,23.99
21.33,21.33
18.95,18.95
17.57,17.57
17.34,17.34
17.61,17.61
17.62,17.62
16.75,16.75
15.02,15.02
12.42,12.42
9.59,9.59
7.17,7.17
5.76,5.76
5.62,5.62
6.1,6.1
6.33,6.33
5.67,5.67
3.9,3.9
1.4,1.4
-1.34,-1.34
-3.54,-3.54
-5.11,-5.11
-5.9,-5.9
-6.32,-6.32
-6.85,-6.85
-7.5,-7.5
-8.52,-8.52
-9.91,-9.91
-11.16,-11.16
-12.14,-12.14
-12.74,-12.74
-13.08,-13.08
-13.54,-13.54
-14.74,-14.74
-16.44,-16.44
-17.98,-17.98
-18.89,-18.89
-19.28,-19.28
-19.67,-19.67
-20.43,-20.43
-21.55,-21.55
-22.78,-22.78
-23.87,-23.87
-24.45,-24.45
-24.66,-24.66
-25.09,-25.09
-25.78,-25.78
-27.2,-27.2
-29.48,-29.48
-31.98,-31.98
-34.7,-34.7
-37.03,-37.03
-38.58,-38.58
-38.98,-38.98
-38.63,-38.63
-38.13,-38.13
-38.39,-38.39
-40.02,-40.02
-43.0,-43.0
-46.7,-46.7
-50.23,-50.23
-52.23,-52.23
-52.58,-52.58
-51.91,-51.91
-51.61,-51.61
-52.17,-52.17
-54.0,-54.0
-56.78,-56.78
-60.41,-60.41
-65.75,-65.75
-73.78,-73.78
-85.59,-85.59
-100.03,-100.03
-115.09,-115.09
-128.34,-128.34
-138.34,-138.34
-145.37,-145.37
-150.94,-150.94
-156.78,-156.78
-164.19,-164.19
-172.87,-172.87
-180.97,-180.97
-186.19,-186.19
-187.84,-187.84
-186.09,-186.09
-181.56,-181.56
-175.03,-175.03
-167.31,-167.31
-159.37,-159.37
-152.0,-152.0
-145.41,-145.41
-139.72,-139.72
-134.81,-134.81
-130.09,-130.09
-124.97,-124.97
-119.16,-119.16
-113.0,-113.0
-106.62,-106.62
-100.53,-100.53
-95.0,-95.0
-90.37,-90.37
-86.78,-86.78
-83.31,-83.31
-79.0,-79.0
-73.47,-73.47
-67.09,-67.09
-61.03,-61.03
-56.13,-56.13
-52.53,-52.53
-49.94,-49.94
-48.25,-48.25
-47.28,-47.28
-46.59,-46.59
-45.66,-45.66
-43.84,-43.84
-41.06,-41.06
-37.66,-37.66
-34.25,-34.25
-31.16,-31.16
-28.69,-28.69
-26.62,-26.62
-24.97,-24.97
-23.78,-23.78
-23.37,-23.37
-23.72,-23.72
-24.31,-24.31
-24.28,-24.28
-22.72,-22.72
-19.81,-19.81
-16.16,-16.16
-12.69,-12.69
-9.97,-9.97
-8.28,-8.28
-7.5,-7.5
-7.34,-7.34
-7.56,-7.56
-7.5,-7.5
-6.97,-6.97
-5.81,-5.81
-4.78,-4.78
-3.75,-3.75
-3.0,-3.0
-2.25,-2.25
-1.75,-1.75
-2.0,-2.0
-2.91,-2.91
-3.5,-3.5
-3.5,-3.5
-2.62,-2.62
-0.88,-0.88
1.25,1.25
2.84,2.84
3.28,3.28
2.09,2.09
-0.06,-0.06
-2.47,-2.47
-4.22,-4.22
-5.06,-5.06
-5.28,-5.28
-5.12,-5.12
-4.72,-4.72
-4.22,-4.22
-3.81,-3.81
-3.42,-3.42
-3.16,-3.16
-3.02,-3.02
-2.89,-2.89
-2.87,-2.87
-2.73,-2.73
-2.73,-2.73
-2.22,-2.22
-1.45,-1.45
-0.59,-0.59
-0.22,-0.22
-0.48,-0.48
-1.36,-1.36
-2.36,-2.36
-2.98,-2.98
-2.84,-2.84
-2.2,-2.2
-1.58,-1.58
-1.19,-1.19
-0.81,-0.81
-0.2,-0.2
0.42,0.42
0.53,0.53
0.39,0.39
0.0,0.0
-0.02,-0.02
0.22,0.22
0.7,0.7
1.44,1.44
2.3,2.3
3.5,3.5
4.34,4.34
4.78,4.78
4.72,4.72
4.17,4.17
3.48,3.48
2.69,2.69
2.03,2.03
1.73,1.73
2.2,2.2
3.3,3.3
4.25,4.25
4.69,4.69
4.5,4.5
4.31,4.31
4.5,4.5
5.44,5.44
6.87,6.87
8.53,8.53
10.19,10.19
11.56,11.56
11.94,11.94
11.05,11.05
9.41,9.41
7.42,7.42
5.94,5.94
5.11,5.11
4.89,4.89
4.94,4.94
5.23,5.23
5.14,5.14
4.81,4.81
4.11,4.11
3.41,3.41
3.2,3.2
3.14,3.14
3.31,3.31
3.75,3.75
4.42,4.42
5.45,5.45
6.48,6.48
7.64,7.64
8.27,8.27
8.02,8.02
6.78,6.78
5.17,5.17
3.94,3.94
3.73,3.73
4.02,4.02
4.19,4.19
3.97,3.97
3.62,3.62
3.78,3.78
4.45,4.45
5.36,5.36
5.62,5.62
4.89,4.89
3.3,3.3
1.2,1.2
-0.87,-0.87
-2.16,-2.16
-2.45,-2.45
-2.24,-2.24
-1.77,-1.77
-0.82,-0.82
0.88,0.88
3.32,3.32
5.48,5.48
6.62,6.62
6.01,6.01
4.14,4.14
1.79,1.79
-0.29,-0.29
-1.59,-1.59
-1.89,-1.89
-1.18,-1.18
-0.23,-0.23
0.71,0.71
1.14,1.14
0.57,0.57
-0.74,-0.74
-2.55,-2.55
-4.09,-4.09
-4.86,-4.86
-4.62,-4.62
-3.63,-3.63
-2.16,-2.16
-0.95,-0.95
-0.24,-0.24
-0.3,-0.3
-1.1,-1.1
-2.65,-2.65
-4.43,-4.43
-5.7,-5.7
-6.45,-6.45
-5.95,-5.95
-4.7,-4.7
-3.7,-3.7
-3.22,-3.22
-3.99,-3.99
-5.26,-5.26
-7.26,-7.26
-8.99,-8.99
-10.2,-10.2
-9.91,-9.91
-8.11,-8.11
-5.08,-5.08
-2.08,-2.08
-0.35,-0.35
0.12,0.12
-1.18,-1.18
-2.71,-2.71
-3.73,-3.73
-4.23,-4.23
-3.73,-3.73
-2.74,-2.74
-2.0,-2.0
-1.52,-1.52
-1.05,-1.05
-0.58,-0.58
-0.11,-0.11
-0.4,-0.4
-0.93,-0.93
-1.46,-1.46
-1.98,-1.98
-2.5,-2.5
-3.52,-3.52
-4.52,-4.52
-4.77,-4.77
-3.76,-3.76
-2.26,-2.26
-0.77,-0.77
-0.05,-0.05
0.17,0.17
-0.12,-0.12
-0.4,-0.4
-0.68,-0.68
-0.21,-0.21
1.01,1.01
1.96,1.96
2.66,2.66
2.6,2.6
1.79,1.79
0.74,0.74
0.45,0.45
0.66,0.66
0.37,0.37
0.08,0.08
-0.21,-0.21
0.26,0.26
1.97,1.97
4.17,4.17
5.84,5.84
5.5,5.5
3.41,3.41
0.59,0.59
-1.7,-1.7
-2.73,-2.73
-2.24,-2.24
-0.51,-0.51
1.96,1.96
4.4,4.4
6.07,6.07
6.23,6.23
4.88,4.88
3.29,3.29
1.72,1.72
0.92,0.92
1.36,1.36
3.31,3.31
6.24,6.24
9.13,9.13
10.76,10.76
10.11,10.11
7.22,7.22
3.35,3.35
0.02,0.02
-1.28,-1.28
-0.32,-0.32
2.39,2.39
5.31,5.31
7.72,7.72
8.84,8.84
8.71,8.71
7.07,7.07
4.95,4.95
3.35,3.35
2.51,2.51
2.93,2.93
4.6,4.6
7.25,7.25
9.87,9.87
11.72,11.72
12.05,12.05
11.63,11.63
10.45,10.45
9.79,9.79
9.63,9.63
9.47,9.47
9.56,9.56
10.15,10.15
11.73,11.73
13.8,13.8
15.59,15.59
15.87,15.87
15.39,15.39
13.91,13.91
12.95,12.95
12.49,12.49
12.78,12.78
14.07,14.07
15.59,15.59
16.85,16.85
17.59,17.59
18.33,18.33
19.05,19.05
19.77,19.77
19.73,19.73
19.43,19.43
18.63,18.63
18.34,18.34
18.3,18.3
18.26,18.26
17.96,17.96
17.66,17.66
17.87,17.87
19.07,19.07
20.75,20.75
22.42,22.42
23.56,23.56
23.95,23.95
23.08,23.08
21.46,21.46
19.35,19.35
17.51,17.51
16.43,16.43
16.62,16.62
18.04,18.04
20.2,20.2
22.09,22.09
23.2,23.2
23.06,23.06
21.66,21.66
19.27,19.27
17.65,17.65
17.3,17.3
18.94,18.94
21.56,21.56
23.91,23.91
25.23,25.23
25.04,25.04
23.34,23.34
21.16,21.16
18.74,18.74
17.09,17.09
16.96,16.96
18.07,18.07
19.67,19.67
20.51,20.51
20.33,20.33
18.9,18.9
16.98,16.98
14.83,14.83
13.69,13.69
13.56,13.56
14.18,14.18
15.3,15.3
16.15,16.15
16.23,16.23
15.82,15.82
15.16,15.16
14.51,14.51
14.35,14.35
14.7,14.7
14.79,14.79
14.13,14.13
12.46,12.46
10.82,10.82
9.94,9.94
10.06,10.06
10.68,10.68
12.05,12.05
13.14,13.14
14.48,14.48
15.3,15.3
15.37,15.37
13.93,13.93
11.75,11.75
9.59,9.59
8.45,8.45
8.56,8.56
9.68,9.68
11.03,11.03
12.13,12.13
12.7,12.7
12.02,12.02
10.34,10.34
7.93,7.93
5.54,5.54
4.67,4.67
5.31,5.31
7.94,7.94
10.8,10.8
13.13,13.13
13.68,13.68
12.23,12.23
9.53,9.53
6.62,6.62
4.23,4.23
2.6,2.6
2.0,2.0
2.15,2.15
3.04,3.04
4.18,4.18
5.3,5.3
5.92,5.92
5.78,5.78
5.39,5.39
5.01,5.01
4.37,4.37
4.49,4.49
5.11,5.11
6.72,6.72
8.82,8.82
10.4,10.4
9.95,9.95
7.52,7.52
3.6,3.6
0.22,0.22
-1.38,-1.38
-1.21,-1.21
-0.05,-0.05
1.1,1.1
2.24,2.24
3.37,3.37
3.75,3.75
3.61,3.61
2.23,2.23
0.61,0.61
-1.0,-1.0
-2.84,-2.84
-4.91,-4.91
-6.46,-6.46
-7.5,-7.5
-7.29,-7.29
-6.31,-6.31
-5.1,-5.1
-4.15,-4.15
-3.95,-3.95
-4.26,-4.26
-5.56,-5.56
-7.1,-7.1
-8.63,-8.63
-9.14,-9.14
-8.89,-8.89
-7.65,-7.65
-6.41,-6.41
-4.94,-4.94
-3.98,-3.98
-4.02,-4.02
-5.07,-5.07
-6.86,-6.86
-8.62,-8.62
-9.62,-9.62
-9.36,-9.36
-8.35,-8.35
-7.35,-7.35
-6.61,-6.61
-5.87,-5.87
-5.14,-5.14
-4.16,-4.16
-3.2,-3.2
-2.23,-2.23
-1.54,-1.54
-1.09,-1.09
-0.65,-0.65
-0.71,-0.71
-1.02,-1.02
-1.34,-1.34
-1.39,-1.39
-1.2,-1.2
-1.25,-1.25
-1.31,-1.31
-1.62,-1.62
-2.67,-2.67
-4.21,-4.21
-5.74,-5.74
-6.5,-6.5
-6.26,-6.26
-5.52,-5.52
-5.03,-5.03
-5.29,-5.29
-5.81,-5.81
-6.32,-6.32
-6.07,-6.07
-5.57,-5.57
-5.08,-5.08
-5.59,-5.59
-6.59,-6.59
-7.84,-7.84
-8.82,-8.82
-9.54,-9.54
