channel1,channel2
7.4,7.4
3.83,3.83
-0.46,-0.46
-2.71,-2.71
-3.18,-3.18
-3.16,-3.16
-2.13,-2.13
0.14,0.14
3.14,3.14
4.61,4.61
3.07,3.07
0.04,0.04
-1.46,-1.46
-0.7,-0.7
1.3,1.3
3.54,3.54
6.51,6.51
10.69,10.69
15.59,15.59
17.94,17.94
16.27,16.27
11.36,11.36
5.74,5.74
2.17,2.17
0.39,0.39
-1.63,-1.63
-4.38,-4.38
-5.86,-5.86
-4.32,-4.32
-0.04,-0.04
4.7,4.7
8.64,8.64
11.05,11.05
11.93,11.93
10.3,10.3
5.69,5.69
-1.13,-1.13
-6.89,-6.89
-9.85,-9.85
-9.78,-9.78
-9.2,-9.2
-9.64,-9.64
-10.81,-10.81
-10.72,-10.72
-9.39,-9.39
-8.31,-8.31
-8.49,-8.49
-9.92,-9.92
-11.34,-11.34
-12.23,-12.23
-12.87,-12.87
-13.01,-13.01
-11.89,-11.89
-8.02,-8.02
-2.44,-2.44
2.83,2.83
5.56,5.56
5.52,5.52
4.22,4.22
2.44,2.44
0.42,0.42
-2.33,-2.33
-4.06,-4.06
-2.77,-2.77
1.01,1.01
4.76,4.76
5.72,5.72
3.92,3.92
2.38,2.38
2.61,2.61
3.59,3.59
2.56,2.56
-1.72,-1.72
-5.95,-5.95
-7.89,-7.89
-7.32,-7.32
-6.25,-6.25
-6.69,-6.69
-7.37,-7.37
-7.55,-7.55
-7.47,-7.47
-9.39,-9.39
-13.3,-13.3
-17.16,-17.16
-18.49,-18.49
-17.31,-17.31
-15.38,-15.38
-13.71,-13.71
-11.56,-11.56
-7.43,-7.43
-3.34,-3.34
-1.78,-1.78
-3.23,-3.23
-4.17,-4.17
-1.86,-1.86
3.19,3.19
7.19,7.19
7.4,7.4
5.11,5.11
3.34,3.34
3.59,3.59
4.33,4.33
3.32,3.32
0.81,0.81
-0.67,-0.67
0.11,0.11
1.13,1.13
0.39,0.39
-2.09,-2.09
-4.29,-4.29
-5.23,-5.23
-5.66,-5.66
-7.58,-7.58
-10.98,-10.98
-14.1,-14.1
-15.44,-15.44
-15.27,-15.27
-14.09,-14.09
-11.67,-11.67
-6.78,-6.78
0.83,0.83
7.86,7.86
10.58,10.58
7.77,7.77
1.98,1.98
-1.5,-1.5
-0.45,-0.45
3.34,3.34
6.35,6.35
8.08,8.08
9.54,9.54
11.73,11.73
13.16,13.16
12.57,12.57
10.23,10.23
8.41,8.41
7.86,7.86
7.56,7.56
6.01,6.01
3.48,3.48
1.97,1.97
3.47,3.47
7.21,7.21
10.16,10.16
10.34,10.34
8.01,8.01
3.95,3.95
-1.57,-1.57
-8.8,-8.8
-14.45,-14.45
-15.3,-15.3
-9.39,-9.39
0.22,0.22
8.74,8.74
12.92,12.92
12.83,12.83
8.97,8.97
2.66,2.66
-5.6,-5.6
-13.54,-13.54
-18.15,-18.15
-16.96,-16.96
-11.03,-11.03
-3.16,-3.16
3.39,3.39
8.14,8.14
11.09,11.09
11.51,11.51
8.92,8.92
3.86,3.86
-1.91,-1.91
-5.62,-5.62
-5.81,-5.81
-3.73,-3.73
-0.18,-0.18
4.84,4.84
11.32,11.32
17.23,17.23
19.34,19.34
15.93,15.93
9.04,9.04
2.46,2.46
-1.3,-1.3
-2.78,-2.78
-4.5,-4.5
-6.95,-6.95
-9.12,-9.12
-9.53,-9.53
-8.68,-8.68
-7.33,-7.33
-5.25,-5.25
-0.69,-0.69
5.84,5.84
12.05,12.05
14.45,14.45
12.58,12.58
7.48,7.48
1.67,1.67
-3.09,-3.09
-6.3,-6.3
-7.99,-7.99
-7.15,-7.15
-2.82,-2.82
3.46,3.46
9.69,9.69
12.62,12.62
12.01,12.01
8.91,8.91
5.08,5.08
0.79,0.79
-3.46,-3.46
-5.93,-5.93
-5.12,-5.12
-1.56,-1.56
2.96,2.96
4.94,4.94
4.15,4.15
1.61,1.61
-1.15,-1.15
-3.38,-3.38
-5.34,-5.34
-6.04,-6.04
-4.23,-4.23
-0.68,-0.68
3.33,3.33
6.06,6.06
7.01,7.01
7.2,7.2
7.14,7.14
7.08,7.08
6.52,6.52
5.71,5.71
6.41,6.41
9.35,9.35
13.51,13.51
17.13,17.13
18.97,18.97
19.04,19.04
18.6,18.6
17.17,17.17
13.99,13.99
10.35,10.35
8.48,8.48
9.38,9.38
12.02,12.02
13.38,13.38
12.73,12.73
12.09,12.09
13.45,13.45
16.04,16.04
17.86,17.86
17.15,17.15
15.21,15.21
14.27,14.27
14.6,14.6
15.16,15.16
14.73,14.73
14.04,14.04
13.86,13.86
13.67,13.67
11.74,11.74
7.32,7.32
2.69,2.69
1.1,1.1
5.03,5.03
11.67,11.67
17.25,17.25
19.28,19.28
18.03,18.03
15.29,15.29
10.58,10.58
3.4,3.4
-4.71,-4.71
-9.49,-9.49
-8.23,-8.23
-2.73,-2.73
2.72,2.72
6.12,6.12
7.74,7.74
8.6,8.6
7.69,7.69
4.29,4.29
-0.58,-0.58
-3.65,-3.65
-3.2,-3.2
-0.5,-0.5
1.68,1.68
1.34,1.34
-0.01,-0.01
-0.58,-0.58
0.59,0.59
2.01,2.01
2.16,2.16
1.56,1.56
2.97,2.97
6.11,6.11
8.72,8.72
8.06,8.06
3.66,3.66
-1.96,-1.96
-6.28,-6.28
-8.8,-8.8
-10.3,-10.3
-10.54,-10.54
-8.27,-8.27
-4.02,-4.02
0.19,0.19
1.11,1.11
-1.73,-1.73
-6.29,-6.29
-10.06,-10.06
-12.29,-12.29
-13.25,-13.25
-12.7,-12.7
-9.9,-9.9
-5.38,-5.38
-1.39,-1.39
-0.7,-0.7
-3.01,-3.01
-6.04,-6.04
-6.3,-6.3
-3.81,-3.81
-1.09,-1.09
0.11,0.11
0.3,0.3
0.48,0.48
0.67,0.67
-0.65,-0.65
-3.71,-3.71
-7.49,-7.49
-10.73,-10.73
-13.19,-13.19
-15.38,-15.38
-16.54,-16.54
-14.44,-14.44
-8.36,-8.36
-0.59,-0.59
3.87,3.87
1.79,1.79
-5.03,-5.03
-12.28,-12.28
-16.72,-16.72
-17.36,-17.36
-15.49,-15.49
-11.89,-11.89
-7.57,-7.57
-4.29,-4.29
-4.04,-4.04
-7.53,-7.53
-13.0,-13.0
-16.66,-16.66
-15.79,-15.79
-11.67,-11.67
-7.09,-7.09
-4.05,-4.05
-2.54,-2.54
-2.04,-2.04
-3.54,-3.54
-8.29,-8.29
-14.73,-14.73
-19.62,-19.62
-20.45,-20.45
-18.28,-18.28
-16.62,-16.62
-17.23,-17.23
-18.83,-18.83
-19.16,-19.16
-16.98,-16.98
-13.32,-13.32
-10.45,-10.45
-9.1,-9.1
-8.75,-8.75
-9.42,-9.42
-12.07,-12.07
-16.45,-16.45
-20.03,-20.03
-20.08,-20.08
-16.12,-16.12
-11.71,-11.71
-10.07,-10.07
-11.45,-11.45
-13.32,-13.32
-14.42,-14.42
-14.75,-14.75
-15.83,-15.83
-17.15,-17.15
-17.21,-17.21
-14.76,-14.76
-11.08,-11.08
-7.93,-7.93
-6.06,-6.06
-4.96,-4.96
-4.11,-4.11
-3.77,-3.77
-4.94,-4.94
-7.09,-7.09
-8.47,-8.47
-8.34,-8.34
-6.71,-6.71
-5.1,-5.1
-4.24,-4.24
-2.9,-2.9
0.44,0.44
4.74,4.74
8.01,8.01
8.24,8.24
6.72,6.72
6.21,6.21
7.21,7.21
8.69,8.69
8.91,8.91
8.38,8.38
8.6,8.6
10.57,10.57
12.02,12.02
11.2,11.2
7.89,7.89
4.11,4.11
2.86,2.86
3.87,3.87
6.62,6.62
9.35,9.35
11.55,11.55
12.23,12.23
10.15,10.15
5.34,5.34
-0.43,-0.43
-3.9,-3.9
-3.33,-3.33
0.23,0.23
3.76,3.76
5.26,5.26
4.74,4.74
4.47,4.47
4.96,4.96
5.94,5.94
6.17,6.17
6.89,6.89
8.35,8.35
10.29,10.29
10.47,10.47
8.15,8.15
4.84,4.84
1.82,1.82
-0.43,-0.43
-2.16,-2.16
-2.62,-2.62
-0.58,-0.58
3.94,3.94
8.93,8.93
11.36,11.36
9.77,9.77
5.2,5.2
0.41,0.41
-3.58,-3.58
-6.28,-6.28
-7.71,-7.71
-7.12,-7.12
-3.29,-3.29
2.76,2.76
8.0,8.0
9.69,9.69
7.62,7.62
4.31,4.31
2.78,2.78
3.02,3.02
4.0,4.0
4.98,4.98
6.69,6.69
8.89,8.89
10.81,10.81
10.22,10.22
7.63,7.63
5.57,5.57
5.02,5.02
4.97,4.97
3.18,3.18
-0.1,-0.1
-2.35,-2.35
-0.82,-0.82
3.68,3.68
9.4,9.4
13.06,13.06
13.69,13.69
12.31,12.31
8.94,8.94
4.1,4.1
-1.19,-1.19
-4.44,-4.44
-3.41,-3.41
1.86,1.86
7.84,7.84
11.01,11.01
11.15,11.15
10.28,10.28
9.43,9.43
8.32,8.32
5.98,5.98
2.91,2.91
0.37,0.37
-1.41,-1.41
-4.16,-4.16
-8.39,-8.39
-13.33,-13.33
-16.22,-16.22
-15.33,-15.33
-11.95,-11.95
-8.85,-8.85
-8.53,-8.53
-12.2,-12.2
-17.09,-17.09
-20.19,-20.19
-20.25,-20.25
-17.31,-17.31
-12.89,-12.89
-8.27,-8.27
-4.43,-4.43
-2.38,-2.38
-1.84,-1.84
-0.81,-0.81
2.46,2.46
7.2,7.2
9.9,9.9
9.32,9.32
5.49,5.49
1.7,1.7
-0.56,-0.56
-2.05,-2.05
-3.27,-3.27
-4.23,-4.23
-4.43,-4.43
-3.88,-3.88
-3.84,-3.84
-4.79,-4.79
-6.49,-6.49
-7.16,-7.16
-6.59,-6.59
-7.01,-7.01
-8.93,-8.93
-10.58,-10.58
-8.47,-8.47
-2.62,-2.62
3.68,3.68
5.91,5.91
4.38,4.38
0.86,0.86
-2.38,-2.38
-5.34,-5.34
-8.27,-8.27
-9.93,-9.93
-7.82,-7.82
-1.72,-1.72
6.32,6.32
12.53,12.53
15.69,15.69
17.07,17.07
17.93,17.93
19.02,19.02
18.61,18.61
16.95,16.95
14.8,14.8
13.67,13.67
12.54,12.54
9.68,9.68
4.59,4.59
0.54,0.54
0.28,0.28
2.28,2.28
3.5,3.5
2.21,2.21
-0.81,-0.81
-2.81,-2.81
-2.29,-2.29
-0.52,-0.52
0.23,0.23
0.48,0.48
0.72,0.72
0.46,0.46
-0.8,-0.8
-3.05,-3.05
-3.52,-3.52
-0.74,-0.74
4.51,4.51
7.71,7.71
6.39,6.39
1.83,1.83
-2.45,-2.45
-3.68,-3.68
-2.9,-2.9
-2.13,-2.13
-1.36,-1.36
0.64,0.64
4.38,4.38
7.59,7.59
8.01,8.01
4.68,4.68
-0.37,-0.37
-3.87,-3.87
-4.34,-4.34
-2.31,-2.31
0.2,0.2
2.2,2.2
3.67,3.67
3.38,3.38
-1.91,-1.91
-15.4,-15.4
-37.51,-37.51
-63.17,-63.17
-84.83,-84.83
-98.04,-98.04
-100.85,-100.85
-93.13,-93.13
-75.46,-75.46
-50.44,-50.44
-24.65,-24.65
-8.08,-8.08
-7.17,-7.17
-20.01,-20.01
-38.98,-38.98
-55.27,-55.27
-62.16,-62.16
-58.22,-58.22
-44.56,-44.56
-22.52,-22.52
1.82,1.82
19.69,19.69
23.65,23.65
13.31,13.31
-4.93,-4.93
-22.51,-22.51
-34.42,-34.42
-37.96,-37.96
-31.22,-31.22
-12.29,-12.29
15.47,15.47
41.98,41.98
55.49,55.49
51.62,51.62
34.52,34.52
12.33,12.33
-7.42,-7.42
-16.98,-16.98
-11.2,-11.2
11.27,11.27
43.04,43.04
72.27,72.27
88.71,88.71
89.49,89.49
79.75,79.75
68.59,68.59
62.27,62.27
62.75,62.75
68.21,68.21
74.37,74.37
77.45,77.45
74.75,74.75
68.56,68.56
62.66,62.66
60.31,60.31
61.22,61.22
62.12,62.12
61.0,61.0
58.38,58.38
56.27,56.27
54.42,54.42
51.09,51.09
45.27,45.27
39.25,39.25
35.28,35.28
34.35,34.35
34.41,34.41
32.22,32.22
27.04,27.04
21.66,21.66
18.82,18.82
19.01,19.01
20.19,20.19
20.86,20.86
21.52,21.52
22.17,22.17
22.56,22.56
21.44,21.44
19.33,19.33
17.74,17.74
18.16,18.16
19.32,19.32
19.72,19.72
18.11,18.11
16.26,16.26
16.43,16.43
18.34,18.34
19.99,19.99
19.61,19.61
17.99,17.99
16.13,16.13
14.03,14.03
10.45,10.45
5.15,5.15
-0.6,-0.6
-5.3,-5.3
-9.2,-9.2
-13.57,-13.57
-18.4,-18.4
-22.18,-22.18
-23.42,-23.42
-22.89,-22.89
-23.62,-23.62
-26.34,-26.34
-30.53,-30.53
-33.42,-33.42
-34.54,-34.54
-35.39,-35.39
-36.72,-36.72
-38.04,-38.04
-38.34,-38.34
-37.38,-37.38
-36.43,-36.43
-37.23,-37.23
-39.26,-39.26
-40.52,-40.52
-40.52,-40.52
-40.5,-40.5
-41.23,-41.23
-41.45,-41.45
-39.66,-39.66
-35.63,-35.63
-31.13,-31.13
-29.42,-29.42
-30.47,-30.47
-33.0,-33.0
-34.76,-34.76
-36.5,-36.5
-38.71,-38.71
-40.65,-40.65
-40.81,-40.81
-37.22,-37.22
-31.41,-31.41
-26.64,-26.64
-24.66,-24.66
-24.7,-24.7
-24.73,-24.73
-24.25,-24.25
-24.28,-24.28
-25.31,-25.31
-25.32,-25.32
-22.57,-22.57
-17.61,-17.61
-12.93,-12.93
-10.54,-10.54
-10.17,-10.17
-10.55,-10.55
-10.69,-10.69
-11.81,-11.81
-15.18,-15.18
-19.76,-19.76
-24.05,-24.05
-25.79,-25.79
-25.51,-25.51
-24.98,-24.98
-24.46,-24.46
-23.43,-23.43
-21.41,-21.41
-19.41,-19.41
-18.17,-18.17
-17.69,-17.69
-16.71,-16.71
-14.49,-14.49
-12.04,-12.04
-10.11,-10.11
-8.44,-8.44
-6.29,-6.29
-2.65,-2.65
0.2,0.2
0.53,0.53
-1.65,-1.65
-3.81,-3.81
-2.95,-2.95
-0.34,-0.34
1.74,1.74
1.81,1.81
2.12,2.12
4.18,4.18
7.71,7.71
10.47,10.47
10.45,10.45
8.68,8.68
6.67,6.67
5.18,5.18
3.7,3.7
1.24,1.24
-0.96,-0.96
-2.38,-2.38
-3.29,-3.29
-4.44,-4.44
-5.32,-5.32
-4.71,-4.71
-1.09,-1.09
4.49,4.49
9.27,9.27
10.51,10.51
9.23,9.23
7.21,7.21
6.47,6.47
5.97,5.97
4.48,4.48
2.26,2.26
0.3,0.3
0.36,0.36
1.42,1.42
2.22,2.22
1.76,1.76
1.06,1.06
0.36,0.36
-0.83,-0.83
-3.51,-3.51
-5.92,-5.92
-6.05,-6.05
-3.18,-3.18
0.67,0.67
3.22,3.22
4.01,4.01
4.54,4.54
6.06,6.06
8.82,8.82
11.05,11.05
11.76,11.76
11.71,11.71
12.4,12.4
13.35,13.35
13.03,13.03
10.96,10.96
8.15,8.15
7.38,7.38
8.61,8.61
10.82,10.82
12.02,12.02
11.45,11.45
9.88,9.88
8.58,8.58
7.79,7.79
7.5,7.5
7.72,7.72
9.18,9.18
11.13,11.13
11.31,11.31
8.98,8.98
5.43,5.43
3.41,3.41
3.65,3.65
4.39,4.39
3.13,3.13
-0.38,-0.38
-4.6,-4.6
-6.78,-6.78
-7.45,-7.45
-7.85,-7.85
-9.25,-9.25
-10.39,-10.39
-9.51,-9.51
-6.64,-6.64
-2.8,-2.8
0.51,0.51
3.54,3.54
5.79,5.79
6.02,6.02
2.5,2.5
-3.99,-3.99
-10.93,-10.93
-14.79,-14.79
-14.87,-14.87
-12.7,-12.7
-10.54,-10.54
-9.65,-9.65
-9.52,-9.52
-9.64,-9.64
-10.26,-10.26
-10.87,-10.87
-10.72,-10.72
-8.07,-8.07
-3.19,-3.19
1.89,1.89
4.92,4.92
6.68,6.68
8.42,8.42
10.89,10.89
11.84,11.84
9.28,9.28
3.48,3.48
-3.5,-3.5
-8.93,-8.93
-13.05,-13.05
-15.13,-15.13
-14.95,-14.95
-11.26,-11.26
-5.1,-5.1
0.75,0.75
3.05,3.05
1.07,1.07
-3.38,-3.38
-8.3,-8.3
-12.67,-12.67
-15.49,-15.49
-16.29,-16.29
-13.08,-13.08
-6.4,-6.4
0.98,0.98
5.03,5.03
4.3,4.3
0.08,0.08
-3.61,-3.61
-5.51,-5.51
-6.15,-6.15
-6.03,-6.03
-4.9,-4.9
-1.79,-1.79
2.54,2.54
5.84,5.84
6.35,6.35
4.61,4.61
3.63,3.63
4.91,4.91
7.43,7.43
9.18,9.18
9.65,9.65
9.38,9.38
9.35,9.35
8.07,8.07
5.55,5.55
2.3,2.3
0.09,0.09
-0.86,-0.86
-2.29,-2.29
-4.72,-4.72
-7.87,-7.87
-9.99,-9.99
-10.34,-10.34
-9.94,-9.94
-9.79,-9.79
-10.13,-10.13
-9.98,-9.98
-8.57,-8.57
-6.17,-6.17
-4.8,-4.8
-4.69,-4.69
-4.32,-4.32
-2.46,-2.46
0.88,0.88
3.69,3.69
4.48,4.48
4.01,4.01
3.79,3.79
3.57,3.57
2.86,2.86
2.15,2.15
1.95,1.95
3.74,3.74
7.02,7.02
10.02,10.02
11.5,11.5
10.45,10.45
8.17,8.17
5.9,5.9
4.66,4.66
4.42,4.42
5.69,5.69
8.44,8.44
11.42,11.42
12.62,12.62
10.55,10.55
6.25,6.25
2.25,2.25
-0.48,-0.48
-1.93,-1.93
-3.11,-3.11
-3.03,-3.03
-0.7,-0.7
2.85,2.85
6.12,6.12
6.87,6.87
4.85,4.85
1.85,1.85
-0.37,-0.37
-1.57,-1.57
-1.51,-1.51
-0.7,-0.7
1.61,1.61
4.89,4.89
7.39,7.39
7.11,7.11
4.09,4.09
0.6,0.6
-0.62,-0.62
0.93,0.93
3.96,3.96
6.97,6.97
8.95,8.95
10.66,10.66
11.85,11.85
12.03,12.03
10.7,10.7
8.89,8.89
8.34,8.34
9.79,9.79
10.98,10.98
10.16,10.16
7.09,7.09
4.8,4.8
4.28,4.28
5.51,5.51
6.48,6.48
6.95,6.95
7.65,7.65
